author,year,covidence_id,hyperactive,hypoactive,mixed,nosubtype,combo_hypomix,combo_hypermix,factor_category,factor,factor_details,test_used,test_subscale,data_type,direction,cont_units,test_cutoff,cutoff_notes,categorical_notes,N_with_condition,N_without_condition,percentage_with_condition,N_total,N_notes,average_type,average,variance_type,variance,range_type,range_ll,range_ul
Marcantonio,2002,931,,1,,,,,residential status,nursing home,,,,cat,,,presence,,,5,,,34,,,,,,,,
Marcantonio,2002,931,,,,,,1,,age,,,,cat,,,>80,,,7,,,14,,,,,,,,
Marcantonio,2002,931,,,,,,1,,sex,,,,cat,,,male,,,4,,,14,,,,,,,,
Marcantonio,2002,931,,,,,,1,,cognitive impairment,The diagnosis of prefracture cognitive impairment was based on the proxy interview using a Blessed score of 4 or higher (standard cutoff).,Blessed Dementia Scale,,cat,,,presence,,,12,,,14,,,,,,,,
Marcantonio,2002,931,,,,,,1,functional status,ADL impairment,"If the subject was considered cognitively impaired, the assessment of prefracture ADL function and ambulation was also based on the proxy interview; otherwise, it was based on the patient interview. Subjects with ADL scores less than 5 (having impairments in more than one full ADL) were considered to have prefracture ADL impairment.", Katz activities of daily living (ADL) scale,,cat,,,presence,,,9,,,14,,,,,,,,
Marcantonio,2002,931,,,,,,1,comorbidity,four or more,,,,cat,,,presence,,,6,,,14,,,,,,,,
Marcantonio,2002,931,,,,,,1,residential status,nursing home,,,,cat,,,presence,,,0,,,14,,,,,,,,
Margiotta,2006,1742,1,,,,,,comorbidity,dementia,The diagnosis of dementia was made using DSM-IV criteria,,,cat,,,presence,,"In delirium and dementia group (N= 26), 61% mixed, 34% hyperactive, remainder hypo",9,,,26,,,,,,,,
Margiotta,2006,1742,,1,,,,,comorbidity,dementia,The diagnosis of dementia was made using DSM-IV criteria,,,cat,,,presence,,"In delirium and dementia group (N= 26), 61% mixed, 34% hyperactive, remainder hypo",1,,,7,,,,,,,,
Margiotta,2006,1742,,,1,,,,comorbidity,dementia,The diagnosis of dementia was made using DSM-IV criteria,,,cat,,,presence,,"In delirium and dementia group (N= 26), 61% mixed, 34% hyperactive, remainder hypo",16,,,30,,,,,,,,
Meagher,2012,1667,,,,1,,,,age,,,,cont,,years,,,,,,,6,,mean,75.5,SD,4.6,,,
Meagher,2012,1667,,,,1,,,comorbidity,dementia,Dementia was defined as the presence of persistent cognitive impairment for at least 6 months prior to the assessment and per DSMIV criteria [13] based on all available information at the time of assessment including clinical case notes and collateral history from family and/or carers.,,,cat,,,presence,,,3,,,6,,,,,,,,
Meagher,2012,1667,,1,,,,,,age,,,,cont,,years,,,,,,,28,,mean,71.6,SD,10.8,,,
Meagher,2012,1667,,1,,,,,comorbidity,dementia,Dementia was defined as the presence of persistent cognitive impairment for at least 6 months prior to the assessment and per DSMIV criteria [13] based on all available information at the time of assessment including clinical case notes and collateral history from family and/or carers.,,,cat,,,presence,,,5,,,28,,,,,,,,
Meagher,2012,1667,,,1,,,,,age,,,,cont,,years,,,,,,,18,,mean,68.8,SD,10.4,,,
Meagher,2012,1667,,,1,,,,comorbidity,dementia,Dementia was defined as the presence of persistent cognitive impairment for at least 6 months prior to the assessment and per DSMIV criteria [13] based on all available information at the time of assessment including clinical case notes and collateral history from family and/or carers.,,,cat,,,presence,,,4,,,18,,,,,,,,
Meagher,2012,1667,1,,,,,,,age,,,,cont,,years,,,,,,,10,,mean,66.2,SD,10,,,
Meagher,2012,1667,1,,,,,,comorbidity,dementia,Dementia was defined as the presence of persistent cognitive impairment for at least 6 months prior to the assessment and per DSMIV criteria [13] based on all available information at the time of assessment including clinical case notes and collateral history from family and/or carers.,,,cat,,,presence,,,3,,,10,,,,,,,,
Meagher,2000,1660,1,,,,,,,age,,,,cont,,years,,,,,,,14,,mean,56.1,SD,18.6,,,
Meagher,2000,1660,1,,,,,,,sex,,,,cat,,,male,,,6,,,14,,,,,,,,
Meagher,2000,1660,,,1,,,,,age,,,,cont,,years,,,,,,,21,,mean,58.1,SD,21.3,,,
Meagher,2000,1660,,,1,,,,,sex,,,,cat,,,male,,,10,,,21,,,,,,,,
Meagher,2000,1660,,1,,,,,,age,,,,cont,,years,,,,,,,11,,mean,69,SD,15.1,,,
Meagher,2000,1660,,1,,,,,,sex,,,,cat,,,male,,,4,,,11,,,,,,,,
Morandi,2017,1582,1,,,,,,,age,,,,cont,,years,,,,,,,59,,mean,84,SD,6.3,,,
Morandi,2017,1582,1,,,,,,,sex,,,,cat,,,female,,,30,,,59,,,,,,,,
Morandi,2017,1582,1,,,,,,comorbidity,dementia,,Patients were deemed to have dementia if they had a documented diagnosis in the medical record and/or were prescribed acetylcholinesterase inhibitors (AChE-I) or memantine prior to admission,,cat,,,presence,,,42,,,59,,,,,,,,
Morandi,2017,1582,1,,,,,,functional status,ADL,,functional status prior to admission (using the Activities of Daily Living),,cont,positive,score,,,,,,,59,,mean,2.1,SD,2.3,,,
Morandi,2017,1582,1,,,,,,,dependent medication management,,,,cat,,,presence,,,6,,,59,,,,,,,,
Morandi,2017,1582,1,,,,,,,dependent money management,,,,cat,,,presence,,,11,,,59,,,,,,,,
Morandi,2017,1582,1,,,,,,comorbidity,charlson,,Charlson Index,,cont,,score,,,,,,,59,,mean,2.2,SD,1.9,,,
Morandi,2017,1582,,1,,,,,,age,,,,cont,,years,,,,,,,106,,mean,85,SD,7.1,,,
Morandi,2017,1582,,1,,,,,,sex,,,,cat,,,female,,,57,,,106,,,,,,,,
Morandi,2017,1582,,1,,,,,comorbidity,dementia,,Patients were deemed to have dementia if they had a documented diagnosis in the medical record and/or were prescribed acetylcholinesterase inhibitors (AChE-I) or memantine prior to admission,,cat,,,presence,,,63,,,106,,,,,,,,
Morandi,2017,1582,,1,,,,,functional status,ADL,,functional status prior to admission (using the Activities of Daily Living),,cont,positive,score,,,,,,,106,,mean,1.5,SD,2.2,,,
Morandi,2017,1582,,1,,,,,,dependent medication management,,,,cat,,,presence,,,17,,,106,,,,,,,,
Morandi,2017,1582,,1,,,,,,dependent money management,,,,cat,,,presence,,,18,,,106,,,,,,,,
Morandi,2017,1582,,1,,,,,comorbidity,charlson,,Charlson Index,,cont,,score,,,,,,,106,,mean,3.1,SD,2.5,,,
Morandi,2017,1582,,,1,,,,,age,,,,cont,,years,,,,,,,75,,mean,85,SD,6.9,,,
Morandi,2017,1582,,,1,,,,,sex,,,,cat,,,female,,,47,,,75,,,,,,,,
Morandi,2017,1582,,,1,,,,comorbidity,dementia,,Patients were deemed to have dementia if they had a documented diagnosis in the medical record and/or were prescribed acetylcholinesterase inhibitors (AChE-I) or memantine prior to admission,,cat,,,presence,,,46,,,75,,,,,,,,
Morandi,2017,1582,,,1,,,,functional status,ADL,,functional status prior to admission (using the Activities of Daily Living),,cont,positive,score,,,,,,,75,,mean,2.2,SD,2.1,,,
Morandi,2017,1582,,,1,,,,,dependent medication management,,,,cat,,,presence,,,10,,,75,,,,,,,,
Morandi,2017,1582,,,1,,,,,dependent money management,,,,cat,,,presence,,,13,,,75,,,,,,,,
Morandi,2017,1582,,,1,,,,comorbidity,charlson,,Charlson Index,,cont,,score,,,,,,,75,,mean,2.3,SD,2.1,,,
Morandi,2017,1582,,,,1,,,,age,,,,cont,,years,,,,,,,35,,mean,85,SD,7.5,,,
Morandi,2017,1582,,,,1,,,,sex,,,,cat,,,female,,,28,,,35,,,,,,,,
Morandi,2017,1582,,,,1,,,comorbidity,dementia,,Patients were deemed to have dementia if they had a documented diagnosis in the medical record and/or were prescribed acetylcholinesterase inhibitors (AChE-I) or memantine prior to admission,,cat,,,presence,,,12,,,35,,,,,,,,
Morandi,2017,1582,,,,1,,,functional status,ADL,,functional status prior to admission (using the Activities of Daily Living),,cont,positive,score,,,,,,,35,,mean,2.5,SD,2.6,,,
Morandi,2017,1582,,,,1,,,,dependent medication management,,,,cat,,,presence,,,8,,,35,,,,,,,,
Morandi,2017,1582,,,,1,,,,dependent money management,,,,cat,,,presence,,,11,,,35,,,,,,,,
Morandi,2017,1582,,,,1,,,comorbidity,charlson,,Charlson Index,,cont,,score,,,,,,,35,,mean,2.4,SD,2.5,,,
Morandi,2020,1572,,,,1,,,,age,,,,cont,,years,,,,,,,25,,median,87,,,IQR,82,90
Morandi,2020,1572,,,,1,,,,sex,,,,cat,,,female,,,12,,,25,,,,,,,,
Morandi,2020,1572,,,,1,,,functional status,ADL impairment,,Functional status before admission was evaluated using the Katz Activities of Daily Living (ADL) scale with a score ranging from 0 (patient dependent) to 6 (patient independent). A Katz score of 4 is indicative of moderate impairment,,cat,,,>4,,,2,,,25,,,,,,,,
Morandi,2020,1572,,,,1,,,comorbidity,charlson,,Charlson Comorbidity Index (excluding dementia),,cont,,score,,,,,,,25,,median,2,,,IQR,1,3
Morandi,2020,1572,,1,,,,,,age,,,,cont,,years,,,,,,,123,,median,86,,,IQR,81,90
Morandi,2020,1572,,1,,,,,,sex,,,,cat,,,female,,,64,,,123,,,,,,,,
Morandi,2020,1572,,1,,,,,functional status,ADL impairment,,Functional status before admission was evaluated using the Katz Activities of Daily Living (ADL) scale with a score ranging from 0 (patient dependent) to 6 (patient independent). A Katz score of 4 is indicative of moderate impairment,,cat,,,>4,,,13,,,123,,,,,,,,
Morandi,2020,1572,,1,,,,,comorbidity,charlson,,Charlson Comorbidity Index (excluding dementia),,cont,,score,,,,,,,123,,median,2,,,IQR,1,3
Morandi,2020,1572,,,1,,,,,age,,,,cont,,years,,,,,,,128,,median,86,,,IQR,82,90
Morandi,2020,1572,,,1,,,,,sex,,,,cat,,,female,,,58,,,128,,,,,,,,
Morandi,2020,1572,,,1,,,,functional status,ADL impairment,,Functional status before admission was evaluated using the Katz Activities of Daily Living (ADL) scale with a score ranging from 0 (patient dependent) to 6 (patient independent). A Katz score of 4 is indicative of moderate impairment,,cat,,,>4,,,8,,,128,,,,,,,,
Morandi,2020,1572,,,1,,,,comorbidity,charlson,,Charlson Comorbidity Index (excluding dementia),,cont,,score,,,,,,,128,,median,1.5,,,IQR,1,4
Morandi,2020,1572,1,,,,,,,age,,,,cont,,years,,,,,,,95,,median,86,,,IQR,81,89
Morandi,2020,1572,1,,,,,,,sex,,,,cat,,,female,,,51,,,95,,,,,,,,
Morandi,2020,1572,1,,,,,,functional status,ADL impairment,,Functional status before admission was evaluated using the Katz Activities of Daily Living (ADL) scale with a score ranging from 0 (patient dependent) to 6 (patient independent). A Katz score of 4 is indicative of moderate impairment,,cat,,,>4,,,18,,,95,,,,,,,,
Morandi,2020,1572,1,,,,,,comorbidity,charlson,,Charlson Comorbidity Index (excluding dementia),,cont,,score,,,,,,,95,,median,2,,,IQR,1,3
Ozkul,2019,1267,1,,,,,,,age,,,,cont,,years,,,,,,,34,,median,68.5,,,10-90percentile,55,88
Ozkul,2019,1267,1,,,,,,,sex,,,,cat,,,male,,,20,,,34,,,,,,,,
Ozkul,2019,1267,,1,,,,,,age,,,,cont,,years,,,,,,,14,,median,69,,,10-90percentile,45,90.5
Ozkul,2019,1267,,1,,,,,,sex,,,,cat,,,male,,,7,,,14,,,,,,,,
Ozkul,2019,1267,,,1,,,,,age,,,,cont,,years,,,,,,,5,,median,65,,,10-90percentile,58,88
Ozkul,2019,1267,,,1,,,,,sex,,,,cat,,,male,,,2,,,5,,,,,,,,
Park,2016,1235,,,,,,1,,smoker,,"2 groups: the smoker group, which included patients who had undergone acute abstinence from smoking after admission, and the nonsmoker group, which included patients with no history of smoking or with tobacco  discontinuation >1 month prior to admission.",,cat,,,smoker,,,37,,,143,,,,,,,,
Park,2016,1235,,,,,,1,,non-smoker,,"2 groups: the smoker group, which included patients who had undergone acute abstinence from smoking after admission, and the nonsmoker group, which included patients with no history of smoking or with tobacco  discontinuation >1 month prior to admission.",,cat,,,non-smoker,,,106,,,143,,,,,,,,
Park,2016,1235,,1,,,,,,smoker,,"2 groups: the smoker group, which included patients who had undergone acute abstinence from smoking after admission, and the nonsmoker group, which included patients with no history of smoking or with tobacco  discontinuation >1 month prior to admission.",,cat,,,smoker,,,2,,,67,,,,,,,,
Park,2016,1235,,1,,,,,,non-smoker,,"2 groups: the smoker group, which included patients who had undergone acute abstinence from smoking after admission, and the nonsmoker group, which included patients with no history of smoking or with tobacco  discontinuation >1 month prior to admission.",,cat,,,non-smoker,,,65,,,67,,,,,,,,
Park,2016,1235,,,,,,1,,age,,,,cont,,years,,,,,,,143,,mean,70.99,SD,13.08,,,
Park,2016,1235,,,,,,1,,sex,,,,cat,,,male,,,93,,,143,,,,,,,,
Park,2016,1235,,,,,,1,comorbidity,dementia,,,,cat,,,presence,,,16,,,143,,,,,,,,
Park,2016,1235,,,,,,1,comorbidity,hypnotic use,,,,cat,,,presence,,,39,,,143,,,,,,,,
Park,2016,1235,,,,,,1,comorbidity,opiate use,,,,cat,,,presence,,,68,,,143,,,,,,,,
Park,2016,1235,,,,,,1,comorbidity,neuroleptic use,,,,cat,,,presence,,,52,,,143,,,,,,,,
Park,2016,1235,,1,,,,,,age,,,,cont,,years,,,,,,,67,,mean,71.67,SD,13.33,,,
Park,2016,1235,,1,,,,,,sex,,,,cat,,,male,,,39,,,67,,,,,,,,
Park,2016,1235,,1,,,,,comorbidity,dementia,,,,cat,,,presence,,,7,,,67,,,,,,,,
Park,2016,1235,,1,,,,,comorbidity,hypnotic use,,,,cat,,,presence,,,17,,,67,,,,,,,,
Park,2016,1235,,1,,,,,comorbidity,opiate use,,,,cat,,,presence,,,31,,,67,,,,,,,,
Park,2016,1235,,1,,,,,comorbidity,neuroleptic use,,,,cat,,,presence,,,16,,,67,,,,,,,,
Pasinska,2019,1228,1,,,,,,,age,,,,cont,,years,,,,,,,31,,mean,77.19,SD,11.87,,,
Pasinska,2019,1228,1,,,,,,,sex,,,,cat,,,male,,,15,,,31,,,,,,,,
Pasinska,2019,1228,1,,,,,,comorbidity,dementia,,IQCODE >88 ,,cat,,,presence,,,7,,,26,,,,,,,,
Pasinska,2019,1228,1,,,,,,comorbidity,diabetes mellitus,,,,cat,,,presence,,,14,,,31,,,,,,,,
Pasinska,2019,1228,1,,,,,,comorbidity,atrial fibrillation,,,,cat,,,presence,,,14,,,31,,,,,,,,
Pasinska,2019,1228,1,,,,,,comorbidity,percutaneous coronary intervention or coronary artery bypass grafting,,,,cat,,,presence,,,7,,,31,,,,,,,,
Pasinska,2019,1228,1,,,,,,risk score,CIRS,,Modified Cumulative Illness Rating Scale,total,cont,,score,,,,,,,31,,mean,11.19,SD,4.81,,,
Pasinska,2019,1228,1,,,,,,risk score,CIRS,,Modified Cumulative Illness Rating Scale,severity index,cont,,score,,,,,,,31,,mean,0.82,SD,0.35,,,
Pasinska,2019,1228,1,,,,,,risk score,CIRS,,Modified Cumulative Illness Rating Scale,comorbidity index,cont,,score,,,,,,,31,,mean,4.42,SD,1.69,,,
Pasinska,2019,1228,1,,,,,,comorbidity,anxiety,,,,cat,,,presence,,,12,,,26,,,,,,,,
Pasinska,2019,1228,1,,,,,,comorbidity,motoric disorders,,,,cat,,,presence,,,5,,,26,,,,,,,,
Pasinska,2019,1228,,1,,,,,,sex,,,,cat,,,male,,,23,,,85,,,,,,,,
Pasinska,2019,1228,,1,,,,,,age,,,,cont,,years,,,,,,,85,,mean,77.13,SD,10.34,,,
Pasinska,2019,1228,,1,,,,,motor functions,rankin,assessed pre admission,Modified Rankin Scale,,cont,,score,,,,,,,85,,mean,1.44,SD,1.72,,,
Pasinska,2019,1228,,1,,,,,,education,,,,cont,,years,,,,,,,85,,mean,10.25,SD,3.02,,,
Pasinska,2019,1228,,1,,,,,comorbidity,dementia,,IQCODE >88 ,,cat,,,presence,,,20,,,73,,,,,,,,
Pasinska,2019,1228,,1,,,,,comorbidity,atrial fibrillation,,,,cat,,,presence,,,33,,,84,,,,,,,,
Pasinska,2019,1228,,1,,,,,,smoker status ever,,,,cat,,,ever,,,24,,,79,,,,,,,,
Pasinska,2019,1228,,1,,,,,risk score,CIRS,,Modified Cumulative Illness Rating Scale,total,cont,,score,,,,,,,85,,mean,10.88,SD,4.74,,,
Pasinska,2019,1228,,1,,,,,risk score,CIRS,,Modified Cumulative Illness Rating Scale,severity index,cont,,score,,,,,,,85,,mean,0.79,SD,0.36,,,
Pasinska,2019,1228,,1,,,,,risk score,CIRS,,Modified Cumulative Illness Rating Scale,comorbidity index,cont,,score,,,,,,,85,,mean,4.11,SD,1.79,,,
Pasinska,2019,1228,,1,,,,,comorbidity,depression,,,,cat,,,presence,,,22,,,73,,,,,,,,
Pasinska,2019,1228,,1,,,,,comorbidity,sleep disorders,,,,cat,,,presence,,,31,,,73,,,,,,,,
Pasinska,2019,1228,,,1,,,,,age,,,,cont,,years,,,,,,,77,,mean,77.96,SD,10.16,,,
Pasinska,2019,1228,,,1,,,,,sex,,,,cat,,,male,,,41,,,77,,,,,,,,
Pasinska,2019,1228,,,1,,,,motor functions,rankin,assessed pre admission,Modified Rankin Scale,,cont,,score,,,,,,,77,,mean,1.49,SD,1.77,,,
Pasinska,2019,1228,,,1,,,,,education,,,,cont,,years,,,,,,,77,,mean,10.56,SD,3.2,,,
Pasinska,2019,1228,,,1,,,,comorbidity,dementia,,IQCODE >88 ,,cat,,,presence,,,24,,,63,,,,,,,,
Pasinska,2019,1228,,,1,,,,comorbidity,hypertension,,,,cat,,,presence,,,46,,,77,,,,,,,,
Pasinska,2019,1228,,,1,,,,comorbidity,atrial fibrillation,,,,cat,,,presence,,,27,,,77,,,,,,,,
Pasinska,2019,1228,,,1,,,,risk score,CIRS,,Modified Cumulative Illness Rating Scale,total,cont,,score,,,,,,,77,,mean,11.03,SD,4.56,,,
Pasinska,2019,1228,,,1,,,,risk score,CIRS,,Modified Cumulative Illness Rating Scale,severity index,cont,,score,,,,,,,77,,mean,0.78,SD,0.35,,,
Pasinska,2019,1228,,,1,,,,risk score,CIRS,,Modified Cumulative Illness Rating Scale,comorbidity index,cont,,score,,,,,,,77,,mean,4.3,SD,1.81,,,
Pasinska,2019,1228,,,1,,,,comorbidity,delusion,,,,cat,,,presence,,,9,,,63,,,,,,,,
Pasinska,2019,1228,,,1,,,,comorbidity,apathy,,,,cat,,,presence,,,23,,,63,,,,,,,,
Pasinska,2019,1228,,,1,,,,comorbidity,disinhibition,,,,cat,,,presence,,,10,,,63,,,,,,,,
Pasinska,2019,1228,,,1,,,,comorbidity,anxiety,,,,cat,,,presence,,,24,,,63,,,,,,,,
Pasinska,2019,1228,,,1,,,,comorbidity,sleep,,,,cat,,,presence,,,27,,,63,,,,,,,,
Price,2017,1239,,1,,,,,,cognition,,MMSE,,cont,,score (/30),,,,,,,108,,mean,27.8,SD,2.4,,,
Price,2017,1239,,1,,,,,,cognition,,MMSE,Orientation-Place,cont,,score (/5),,,,,,,108,,mean,4.6,SD,0.6,,,
Price,2017,1239,,1,,,,,,cognition,,MMSE,Orientation-Time,cont,,score (/5),,,,,,,108,,mean,5,SD,0.2,,,
Price,2017,1239,,1,,,,,,cognition,,MMSE,Working Memory,cont,,score (/5),,,,,,,108,,mean,4.2,SD,1.6,,,
Price,2017,1239,,1,,,,,,cognition,,MMSE,Word Recall,cont,,score (/3),,,,,,,108,,mean,2.3,SD,0.8,,,
Price,2017,1239,,1,,,,,,cognition,,MMSE,Language,cont,,score (/8),,,,,,,108,,mean,7.8,SD,0.4,,,
Price,2017,1239,,1,,,,,,cognition,,MMSE,Visuoconstruction,cont,,score (/1),,,,,,,108,,mean,0.9,SD,0.2,,,
Price,2017,1239,1,,,,,,,cognition,,MMSE,,cont,,score (/30),,,,,,,10,,mean,27.8,SD,2,,,
Price,2017,1239,1,,,,,,,cognition,,MMSE,Orientation-Place,cont,,score (/5),,,,,,,10,,mean,4.8,SD,0.4,,,
Price,2017,1239,1,,,,,,,cognition,,MMSE,Orientation-Time,cont,,score (/5),,,,,,,10,,mean,5,SD,0,,,
Price,2017,1239,1,,,,,,,cognition,,MMSE,Working Memory,cont,,score (/5),,,,,,,10,,mean,3.9,SD,1.7,,,
Price,2017,1239,1,,,,,,,cognition,,MMSE,Word Recall,cont,,score (/3),,,,,,,10,,mean,2.3,SD,0.7,,,
Price,2017,1239,1,,,,,,,cognition,,MMSE,Language,cont,,score (/8),,,,,,,10,,mean,7.8,SD,0.4,,,
Price,2017,1239,1,,,,,,,cognition,,MMSE,Visuoconstruction,cont,,score (/1),,,,,,,10,,mean,1,SD,0,,,
Price,2017,1239,,,1,,,,,cognition,,MMSE,,cont,,score (/30),,,,,,,19,,mean,26.4,SD,3.1,,,
Price,2017,1239,,,1,,,,,cognition,,MMSE,Orientation-Place,cont,,score (/5),,,,,,,19,,mean,4.4,SD,0.8,,,
Price,2017,1239,,,1,,,,,cognition,,MMSE,Orientation-Time,cont,,score (/5),,,,,,,19,,mean,4.5,SD,0.9,,,
Price,2017,1239,,,1,,,,,cognition,,MMSE,Working Memory,cont,,score (/5),,,,,,,19,,mean,3.9,SD,1.3,,,
Price,2017,1239,,,1,,,,,cognition,,MMSE,Word Recall,cont,,score (/3),,,,,,,19,,mean,1.9,SD,1,,,
Price,2017,1239,,,1,,,,,cognition,,MMSE,Language,cont,,score (/8),,,,,,,19,,mean,7.8,SD,0.4,,,
Price,2017,1239,,,1,,,,,cognition,,MMSE,Visuoconstruction,cont,,score (/1),,,,,,,19,,mean,0.8,SD,0.4,,,
Radinovic,2019,1057,1,,,,,,,age,,,,cont,,years,,,,,,,37,,mean,80.19,SD,8.28,,,
Radinovic,2019,1057,1,,,,,,,bmi,,,,cat,,,<20,,,6,,,37,,,,,,,,
Radinovic,2019,1057,1,,,,,,,bmi,,,,cat,,,20-25,,,23,,,37,,,,,,,,
Radinovic,2019,1057,1,,,,,,,bmi,,,,cat,,,26-30,,,5,,,37,,,,,,,,
Radinovic,2019,1057,1,,,,,,,bmi,,,,cat,,,>30,,,3,,,37,,,,,,,,
Radinovic,2019,1057,1,,,,,,comorbidity,hypertension,,preoperatively diagnosied hypertension (HTA),,cat,,,presence,,,28,,,37,,,,,,,,
Radinovic,2019,1057,1,,,,,,,cognition,higher scores (0-10) = worse cognitive function,Short Portable Mental Status Questionnaire (SPMSQ),,cont,,score,,,,,,,37,,mean,2.84,SD,0.83,,,
Radinovic,2019,1057,1,,,,,,,ASA,,"classification system of the American Association of Anesthesiologists (ASA) was used to assess physical status before surgery (1=healthy to 4=poor physical status) [20]. For the purpose of this study, two rating categories were used: 1 or 2, and 3 or 4",,cat,,,"ASA 3,4",,,32,,,37,,,,,,,,
Radinovic,2019,1057,1,,,,,,medicine,polypharmacy,,"The number of preoperatively prescribed medications was also determined from the medical charts. For the purpose of data analysis, the use of more than three medications preoperatively was defined as polypharmacy",,cont,,,,,,,,,37,,median,3,,,range,0,7
Radinovic,2019,1057,1,,,,,,comorbidity,charlson,,Charlson Comorbidity Index,,cont,,score,,,,,,,37,,mean,6.26,SD,1.45,,,
Radinovic,2019,1057,,1,,,,,,age,,,,cont,,years,,,,,,,111,,mean,81.2,SD,6.71,,,
Radinovic,2019,1057,,1,,,,,,bmi,,,,cat,,,<20,,,16,,,111,,,,,,,,
Radinovic,2019,1057,,1,,,,,,bmi,,,,cat,,,20-25,,,79,,,111,,,,,,,,
Radinovic,2019,1057,,1,,,,,,bmi,,,,cat,,,26-30,,,12,,,111,,,,,,,,
Radinovic,2019,1057,,1,,,,,,bmi,,,,cat,,,>30,,,4,,,111,,,,,,,,
Radinovic,2019,1057,,1,,,,,comorbidity,hypertension,,preoperatively diagnosied hypertension (HTA),,cat,,,presence,,,87,,,111,,,,,,,,
Radinovic,2019,1057,,1,,,,,,cognition,higher scores (0-10) = worse cognitive function,Short Portable Mental Status Questionnaire (SPMSQ),,cont,,score,,,,,,,111,,mean,2.86,SD,0.93,,,
Radinovic,2019,1057,,1,,,,,,ASA,,"classification system of the American Association of Anesthesiologists (ASA) was used to assess physical status before surgery (1=healthy to 4=poor physical status) [20]. For the purpose of this study, two rating categories were used: 1 or 2, and 3 or 4",,cat,,,"ASA 3,4",,,102,,,111,,,,,,,,
Radinovic,2019,1057,,1,,,,,medicine,polypharmacy,,"The number of preoperatively prescribed medications was also determined from the medical charts. For the purpose of data analysis, the use of more than three medications preoperatively was defined as polypharmacy",,cont,,,,,,,,,111,,median,4,,,range,0,10
Radinovic,2019,1057,,1,,,,,comorbidity,charlson,,Charlson Comorbidity Index,,cont,,score,,,,,,,111,,mean,6.3,SD,1.42,,,
Robinson,2011,815,,1,,,,,,age,,,,cont,,years,,,,,,,50,,mean,71,SD,9,,,
Robinson,2011,815,,1,,,,,comorbidity,charlson,"0-19, no comorbidities - severe comorbidities",Charlson Comorbidity Index,,cont,,score,,,,,,,50,,mean,4.2,SD,2.3,,,
Robinson,2011,815,,1,,,,,,cognition,5 (no cog dysfunction) - 0 (severe cog dysfunction),Mini-Cog Test,,cont,,score,,,,,,,50,,mean,2.7,SD,1.6,,,
Robinson,2011,815,,1,,,,,functional status,ADL,Measures independence in performing activities of daily living on a scale ranging from 100 (no functional impairment) to 0 (severe functional dependence),Barthel Index,,cont,positive,score,,,,,,,50,,mean,90,SD,11,,,
Robinson,2011,815,,1,,,,,laboratory values,albumin,preoperative,,,cont,,g/dL,,,,,,,50,,mean,3.3,SD,0.7,,,
Robinson,2011,815,,1,,,,,laboratory values,hematocrit,preoperative,,,cont,,%,,,,,,,50,,mean,36,SD,8,,,
Robinson,2011,815,,1,,,,,laboratory values,sodium,preoperative,,,cont,,mEq/L,,,,,,,50,,mean,137,SD,3,,,
Robinson,2011,815,,1,,,,,laboratory values,potassium,preoperative,,,cont,,mEq/L,,,,,,,50,,mean,4.1,SD,0.5,,,
Robinson,2011,815,,1,,,,,laboratory values,creatinine,preoperative,,,cont,,mg/dL,,,,,,,50,,mean,1.2,SD,0.7,,,
Robinson,2011,815,,1,,,,,laboratory values,glucose,preoperative,,,cont,,mg/dL,,,,,,,50,,mean,119,SD,44,,,
Robinson,2011,815,,,1,,,,,age,,,,cont,,years,,,,,,,23,,mean,65,SD,9,,,
Robinson,2011,815,,,1,,,,comorbidity,charlson,"0-19, no comorbidities - severe comorbidities",Charlson Comorbidity Index,,cont,,score,,,,,,,23,,mean,5,SD,2.1,,,
Robinson,2011,815,,,1,,,,,cognition,5 (no cog dysfunction) - 0 (severe cog dysfunction),Mini-Cog Test,,cont,,score,,,,,,,23,,mean,2.7,SD,1.5,,,
Robinson,2011,815,,,1,,,,functional status,ADL,Measures independence in performing activities of daily living on a scale ranging from 100 (no functional impairment) to 0 (severe functional dependence),Barthel Index,,cont,positive,score,,,,,,,23,,mean,93,SD,11,,,
Robinson,2011,815,,,1,,,,laboratory values,albumin,preoperative,,,cont,,g/dL,,,,,,,23,,mean,3.4,SD,0.7,,,
Robinson,2011,815,,,1,,,,laboratory values,hematocrit,preoperative,,,cont,,%,,,,,,,23,,mean,41,SD,6,,,
Robinson,2011,815,,,1,,,,laboratory values,sodium,preoperative,,,cont,,mEq/L,,,,,,,23,,mean,139,SD,3,,,
Robinson,2011,815,,,1,,,,laboratory values,potassium,preoperative,,,cont,,mEq/L,,,,,,,23,,mean,4.2,SD,0.5,,,
Robinson,2011,815,,,1,,,,laboratory values,creatinine,preoperative,,,cont,,mg/dL,,,,,,,23,,mean,1.2,SD,0.7,,,
Robinson,2011,815,,,1,,,,laboratory values,glucose,preoperative,,,cont,,mg/dL,,,,,,,23,,mean,112,SD,34,,,
Rood,2019,234,1,,,,,,,sex,,,,cat,,,male,,,85,,,111,,,,,,,,
Rood,2019,234,1,,,,,,,age,,,,cont,,years,,,,,,,111,,mean,63,SD,16,,,
Rood,2019,234,1,,,,,,risk score,apache,,,APACHE IV score,cont,,score,,,,,,,111,,median,65,,,IQR,53,82
Rood,2019,234,1,,,,,,risk score,apache,,,APACHE IV mortality probablity,cont,,%,,,,,,,111,,median,13,,,IQR,5,27
